name,overall_score,intelligence_score,strength_score,speed_score,durability_score,power_score,combat_score,power_diversity_score,alignment_encoded,lore_depth_score,nlp_ability,nlp_able,nlp_battle,nlp_black,nlp_body,nlp_control,nlp_death,nlp_earth,nlp_energy,nlp_eventually,nlp_father,nlp_fight,nlp_force,nlp_form,nlp_help,nlp_hulk,nlp_human,nlp_later,nlp_life,nlp_man,nlp_men,nlp_new,nlp_power,nlp_powers,nlp_sonic,nlp_team,nlp_time,nlp_use,nlp_used,nlp_world,power_tier
Chipmunk Hunk,8.0,0.5,0.0,-0.125,-0.3636363636363636,-0.5,-0.2857142857142857,-0.6666666666666666,0.0,-0.1828927926448859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.676257185811206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.531641809798905,0.0,0.0,0.0,0.0,0.0,0.0,1
Chope,2.0,-1.25,-0.3636363636363636,-0.625,-0.8181818181818182,-0.9166666666666666,-0.7142857142857143,0.0,-1.0,-0.2879658512559514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2429805159003,5.167618992778003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Chop'rai,8.0,-0.25,0.1818181818181818,0.25,-0.0909090909090909,0.4166666666666667,0.4285714285714285,1.6666666666666667,-1.0,-0.1700870136266623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.430346188947778,3.3068688388039704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Chosen Undead,21.0,-1.25,0.3636363636363636,0.125,0.2727272727272727,0.4166666666666667,0.2857142857142857,1.6666666666666667,2.0,1.9346576916762437,0.0,0.0,0.0,0.0,0.0,0.0,3.5003813477841925,0.0,0.0,5.529262476321348,0.0,0.0,0.0,0.0,4.633133801453614,0.0,3.400177264329889,2.6244258543119345,2.159583693431323,0.0,0.0,2.625758523697734,1.5989844363720829,0.0,0.0,0.0,0.0,2.578012301701934,0.0,3.5902550514050207,2
Chroma,,-4.25,-0.5454545454545454,-1.0,-1.0,-1.25,-2.142857142857143,-0.8888888888888888,-1.0,-0.2708914792316532,0.0,0.0,0.0,0.0,0.0,14.09509727029702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Chromos,,-4.25,-0.5454545454545454,-1.0,-1.0,-0.3333333333333333,-2.142857142857143,0.2222222222222222,-1.0,0.3539648661960269,4.976259767199416,0.0,2.654370055441533,0.0,1.9191570867510024,0.0,3.0214098554537197,0.0,0.0,0.0,15.424915281438444,4.028928396886629,0.0,5.134377616196243,0.0,0.0,0.0,1.1326574668993037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.427829107222894,0.0,0.0,0.0,0.0,0
Chuck Norris,6.0,-0.5,0.9090909090909092,0.125,0.0,-0.5833333333333334,0.7142857142857143,-0.7777777777777778,0.0,0.3388606140206862,0.0,0.0,0.0,0.2641018778590269,0.0,0.0,0.0,0.0,0.0,0.0,15.855418236690674,0.0,13.583090672016668,5.277675955073554,0.0,0.0,0.0,1.1642694646245306,1.9161046949999323,1.63052362135675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Citizen Steel (CW),12.0,0.5,1.0909090909090908,-0.125,0.8181818181818182,-0.0833333333333333,0.1428571428571428,0.4444444444444444,0.0,0.1717287801674601,1.7909908685966611,3.0731927850460483,0.0,0.0,3.453590626869575,0.0,0.0,0.0,0.0,0.8588588991394038,0.0,1.450039649580973,0.0,1.8478985938689767,1.4393269313304162,0.0,2.1125945925895517,0.0,0.0,1.712709722702158,0.0,2.039291935159959,0.0,0.4769224511771704,0.0,3.907027696349682,2.7365290865340612,0.8008839576306932,0.8539567895096353,3.3460402875982327,1
Citizen Steel,9.0,-0.5,1.181818181818182,-0.125,0.8181818181818182,-0.8333333333333334,-0.4285714285714285,-0.2222222222222222,0.0,-0.3572483992776227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Claire Bennet,6.0,-0.75,-0.3636363636363636,-0.75,0.8181818181818182,0.25,-1.2857142857142858,-0.6666666666666666,0.0,-0.0446560499097028,2.508257005798128,0.0,0.0,0.0,0.0,0.0,6.0917016328465365,0.0,0.0,2.4056391224891516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2657905851769768,0.0,1.391353560392778,5.343384381741156,0.0,0.0,0.0,0.0,2.391908454133827,0.0,1
Clea,32.0,0.75,0.0909090909090909,0.875,0.6363636363636364,0.4166666666666667,-0.1428571428571428,1.0,0.0,0.0623871285503201,0.0,0.9773210211965684,2.4304641533715476,0.0,0.0,11.23029325742472,0.0,4.836889689226779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2637648383812743,0.0,0.0,0.0,1.7405139139980812,0.0,0.0,0.0,2
Cloak,8.0,-0.25,-0.3636363636363636,0.125,0.1818181818181818,0.4166666666666667,-0.5714285714285714,-0.6666666666666666,0.0,2.7696601543260546,0.0,0.0,0.0,0.0637666544995314,1.9052307116759777,0.0,0.7498712441142874,1.3110386357784556,1.667418230332823,1.1845094920238275,6.380410120776094,0.0,3.279598982558657,7.645679960684699,0.0,0.0,2.185214896965018,0.8433287483252481,2.3131904070786335,1.181056006787045,0.1308722775953759,2.812523287148865,2.055260263652233,3.288777533449852,0.0,0.0,1.1794154580597038,0.5522761950616909,0.5888743331214955,0.7691244909040895,1
Clock King,6.0,0.25,-0.3636363636363636,-0.625,-0.8181818181818182,-1.1666666666666667,-1.0,-0.8888888888888888,-1.0,0.4629781645050074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.314345563926294,0.0,0.0,0.0,0.0,0.0,3.727063755977032,1.533460375449841,0.0,0.0,0.0,0.0,0.0,0.0,17.860532182379643,0.0,0.0,0.0,0.0,1
Cloud 9,9.0,0.25,-0.3636363636363636,0.5,0.7272727272727273,-0.6666666666666666,-0.7142857142857143,-0.5555555555555556,0.0,-0.2669512395337383,0.0,0.0,0.0,0.0,0.0,11.0221596982564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4165131537310174,0.0,0.0,0.0,1
Cogliostro,,-4.25,-0.5454545454545454,-1.0,-1.0,-0.25,-2.142857142857143,-0.6666666666666666,-1.0,0.5611558036447217,0.0,0.0,5.35852672777253,0.0,0.0,0.0,1.5248726748568378,6.665034187774044,3.390716095528995,1.2043575291576336,0.0,0.0,0.0,0.0,8.073336509194279,0.0,0.0,0.5716398978873215,0.0,0.0,0.0,1.1438603471286577,1.3931325945892197,2.0063312337163395,0.0,0.0,0.0,2.2461212786421383,0.0,3.1280487922379225,2
Cole (The LEGO Ninjago Movie),8.0,0.0,-0.0909090909090909,-0.375,-0.4545454545454545,0.4166666666666667,0.7142857142857143,0.2222222222222222,0.0,-0.309308816286324,0.0,0.0,0.0,0.0,0.0,4.753480804830843,0.0,8.189300765631527,0.0,0.0,0.0,6.245941877220662,10.242879853378517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0543092810289885,0.0,0.0,1.4734253667438275,0.0,0.0,0.0,1
Cole,13.0,-0.75,0.3636363636363636,0.25,0.4545454545454545,0.4166666666666667,0.7142857142857143,0.8888888888888888,2.0,-0.0045969463142341,4.134864529116614,0.0,1.4703761597198348,0.0,0.0,1.6985187221824656,0.0,4.389314244586502,0.0,0.0,11.392748422062072,0.0,0.0,0.0,0.0,0.0,0.0,0.6274304266819204,0.0,0.0,0.0,1.8832470974714863,3.058197237380032,1.4680958725803066,0.0,0.0,0.5264858897946084,2.4653367223775695,2.628709206175105,0.0,1
Colin Wagner,,-4.25,-0.5454545454545454,-1.0,-1.0,-1.25,-2.142857142857143,-0.8888888888888888,0.0,-0.2607125266787063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Collector,15.0,0.5,0.3636363636363636,-0.25,0.0909090909090909,0.4166666666666667,0.0,0.0,-1.0,0.4025611558036447,0.0,0.0,0.0,0.0,3.181050649886722,0.0,7.512093082908901,0.0,0.0,5.933115605854576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.634636090624172,0.0,0.0,0.9391806436435416,0.0,0.0,0.0,0.0,0.7876799983025534,0.0,0.0,2.568323034727928,1
Colleen Wing (MCU),9.0,0.5,-0.2727272727272727,0.25,0.7272727272727273,-0.6666666666666666,0.7142857142857143,-0.5555555555555556,2.0,-0.2722048924642916,0.0,2.9197000100356876,0.0,0.0,3.499838521725253,0.0,0.0,0.0,6.125971535712091,2.1759002330418253,4.688231191791869,0.0,18.07350697943474,0.0,0.0,0.0,0.0,0.0,1.699698172019803,0.0,0.0,0.0,1.2584790910656931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Colossus (FOX),6.0,-0.75,0.9090909090909092,-0.125,0.8181818181818182,-0.1666666666666666,0.2857142857142857,0.1111111111111111,0.0,0.776555573797406,0.8707512767252087,1.494137456601511,0.0,0.0,2.686529340031056,0.0,0.0,0.0,0.0,1.6702541505159687,0.0,2.8199448658588446,0.0,12.57786470783786,4.198667179346244,0.0,1.0271098926045938,1.5855489569025731,0.0,0.5551281523734146,0.5536214770242402,0.3965885225416758,0.4830138563502864,0.4637442217523224,0.0,1.899534729321612,0.3326142301554955,0.7787540861803411,1.6607208395569628,0.0,1
Colossus,8.0,-0.25,1.0,-0.125,0.8181818181818182,-0.5,0.1428571428571428,0.0,0.0,2.4823510096864227,0.3047623344703593,0.5229470590109544,0.3251245121794949,0.0,1.4104250694358036,0.0,1.4803277385304974,1.9411000962442275,3.2916657059020604,0.8768816670320422,0.0,0.4934893599174467,0.8092858246071853,6.288919717086865,0.97968703995018,0.0,0.3594877400639862,0.971146784699504,1.3699471546528303,0.0,0.8396575529619951,0.9716399278328718,0.0,0.8115507573523726,0.0,3.989014916126968,0.2328294932658248,0.2725633824795988,0.5812511258903128,0.7591678752885638,1
Commander Blunck,8.0,0.0,0.0,-0.375,-0.0909090909090909,0.4166666666666667,-0.2857142857142857,1.1111111111111112,-1.0,-0.3099655229026432,0.0,0.0,0.0,0.0,0.0,6.248672387208803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.308250789879005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8737728337635726,4.534857726648497,0.0,0.0,1
Commander Machia,9.0,-0.75,0.3636363636363636,0.125,0.2727272727272727,0.4166666666666667,0.4285714285714285,1.5555555555555556,-1.0,-0.3293383680840584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.933031503950391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.726012997639055,0.0,0.0,0.0,2
Commander Raggmunk,9.0,-0.5,0.0,0.5,0.0909090909090909,0.4166666666666667,-0.7142857142857143,1.4444444444444444,-1.0,-0.2912493843375472,4.4175612196377205,0.0,0.0,0.0,0.0,10.887868831163242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.816318119080789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.950834116124232,0.0,0.0,1
Connor Hawke,7.0,0.25,-0.3636363636363636,-0.125,-0.2727272727272727,-0.3333333333333333,0.5714285714285714,0.0,0.0,-0.1983253981283861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.99492130502767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Connor Kenway,7.0,0.25,-0.3636363636363636,0.0,-0.2727272727272727,-0.0833333333333333,0.7142857142857143,0.1111111111111111,0.0,-0.3020850435068133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.286545520467307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Constantine (CW),11.0,0.5,-0.3636363636363636,-0.375,-0.4545454545454545,0.4166666666666667,-0.1428571428571428,0.1111111111111111,0.0,0.1543260548350024,1.571429240693876,3.3705538993722186,0.0,0.0,1.212082851254636,1.9365340511944849,1.9082330975871529,0.0,2.12157932419419,0.0,1.6236533757239735,3.8168280120308102,2.0864379633344647,0.0,2.525753164317411,0.0,0.0,2.1460588632142783,0.5886485887350276,0.5009149192710534,0.0,0.0,0.8716864595177427,0.4184554474643625,0.0,1.7140281600250284,0.6002629466165865,2.10810533681219,5.994146336998283,2.9358416286017084,1
Copperhead,7.0,0.25,-0.3636363636363636,0.0,-0.1818181818181818,-0.5833333333333334,0.7142857142857143,-0.5555555555555556,-1.0,-0.0876703332786077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.520277842971906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.744047763899805,0.0,0.0,1
Copycat,5.0,-0.25,-0.3636363636363636,-0.5,-0.5454545454545454,-0.3333333333333333,-0.4285714285714285,-0.5555555555555556,1.0,0.803152191758332,2.7809794666605594,1.1929829155130025,0.0,0.0,0.0,0.0,0.0,1.4760571599093746,0.0,1.333601977064724,0.0,2.2515639593897347,18.461986655957087,2.8693435215821097,0.0,0.0,0.0,3.164924366457915,2.083478652373797,0.8864758711131191,0.0,1.2666125992367658,0.771317626816746,0.7405462345837482,0.0,3.033338692490425,0.5311467057851076,0.0,0.0,0.0,1
Corsair,,-4.25,-0.5454545454545454,-1.0,-1.0,-1.25,-2.142857142857143,-0.8888888888888888,0.0,1.266458709571499,0.0,0.0,1.272657797452846,0.0,0.0,0.0,0.0,7.598184943243685,0.0,3.432439724432938,2.465197428887611,1.9317001897175383,3.1678445533069466,4.923432356331775,0.0,0.0,1.4071682027732022,0.5430611885247508,0.0,3.042162051436218,0.2528254423569429,0.0,0.0,1.2706841356865228,0.0,5.204827429685334,0.9113808986452512,1.0669140622078912,1.1376161284851998,2.9716643312587325,1
Corvus Glaive (MCU),5.0,-0.75,0.6363636363636364,0.625,0.2727272727272727,-0.1666666666666666,0.4285714285714285,0.2222222222222222,-1.0,-0.0797898538827778,0.0,3.292464178535976,1.0234886987791123,0.4953454302813372,0.7400006587042215,0.0,0.0,1.0184272677499622,2.5905326451436377,0.0,1.9825452794739025,7.767497741978913,0.0,1.9797456103260511,0.0,0.0,1.1316637950140316,1.310211567429372,0.0,0.6116370177693061,0.0,0.0,0.0,0.0,0.3507591583958918,0.0,0.3664724531266336,0.8580267904096589,0.9148863530980637,1.1949264231498928,1
Cosmic Hulk,42.0,0.0,1.0909090909090908,0.875,0.6363636363636364,0.4166666666666667,0.0,1.5555555555555556,-1.0,-0.1526842882942045,0.0,1.0915268301470706,0.0,0.0,0.0,0.0,0.0,0.0,13.74112875082383,0.0,0.0,0.0,0.0,0.0,0.0,0.7482865715567144,0.0,0.0,3.8125824260052026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Cosmic King Thor,117.0,0.75,1.2727272727272727,1.5,0.8181818181818182,0.4166666666666667,0.7142857142857143,2.888888888888889,0.0,-0.3572483992776227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.374170241449537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.709067582144181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Cosmo The Spacedog,9.0,0.25,-0.2727272727272727,-0.25,-0.1818181818181818,0.4166666666666667,-0.5714285714285714,0.1111111111111111,0.0,0.6934821868330323,4.3685236978514785,0.0,0.0,0.0,2.246368050326472,5.383503549039187,1.7682759303781137,1.5457840806931076,3.931949045537515,1.3965995099092727,0.0,2.357924760380339,11.600463388219683,3.004887383882779,0.0,0.2141181211655968,0.0,0.0,1.09094966671246,0.0,0.0,0.0,0.0,0.7755286255357919,0.0,12.706517849186891,0.0,1.3023258463549732,0.0,0.0,2
Cottonmouth,4.0,-0.5,-0.3636363636363636,-0.75,-0.8181818181818182,-0.8333333333333334,-1.4285714285714286,-0.7777777777777778,-1.0,-0.07026760794615,0.0,0.0,0.0,0.0,0.0,6.336831796792367,0.0,0.0,0.0,0.0,0.0,0.0,13.65471102347761,0.0,0.0,0.0,6.065472862371428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.217471893504342,1.964212983608547,0.0,0.0,0.0,1
Crimson Crusader,,-4.25,-0.5454545454545454,-1.0,-1.0,-1.0833333333333333,-2.142857142857143,-0.5555555555555556,0.0,0.3096371695944837,0.0,0.0,3.4426391405429175,0.0,1.2445448761288684,1.9883983412259816,0.0,0.0,0.0,1.547503102894529,0.0,2.6127002459835142,8.569267930623166,3.329567651580593,2.593397931307864,0.0,0.0,0.0,0.0,0.0,0.3419563237364827,0.0,1.7900639641271747,5.155950346043576,0.0,0.0,0.0,0.0,0.0,0.0,0
Crimson Dynamo,10.0,0.75,0.0,0.375,0.0909090909090909,-0.6666666666666666,-0.4285714285714285,-0.1111111111111111,0.0,0.1004761122968313,0.0,0.0,8.053452929130145,0.1948844726467966,0.0,2.325755298723891,2.291766176368623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2261606590326446,0.0,0.0,4.812744818965237,0.0,0.0,0.0,1.0051204352640404,0.0,0.0,0.7209089496051088,0.0,0.0,2.350608197748258,1
Crossbones,4.0,-0.75,-0.2727272727272727,0.125,-0.2727272727272727,-0.75,0.7142857142857143,0.0,-1.0,-0.3572483992776227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.491510067972447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Crystal (MCU),7.0,0.0,-0.3636363636363636,-0.375,-0.6363636363636364,0.0833333333333333,0.1428571428571428,-0.3333333333333333,0.0,-0.1441471022820555,3.188269906967932,2.735404252102827,0.0,0.1646146986302246,0.0,3.929030387977134,0.0,6.768936887627908,0.0,0.0,0.0,0.0,0.0,6.57915077208317,0.0,0.0,0.0,0.7256891491920506,1.1943080430489694,1.01630536183607,0.0,1.452115300506791,0.0,1.6980069811712608,0.0,0.0,0.6089361962363984,1.4257103516602931,0.0,0.0,1
Crystal,6.0,-0.25,-0.2727272727272727,-0.75,-0.7272727272727273,-0.25,-0.5714285714285714,-0.2222222222222222,0.0,1.3725168281070432,0.0,0.0,2.725698145144484,0.5276705535231424,0.0,0.0,0.0,5.424437647395524,0.0,3.675691379462808,5.279804259072931,2.0685967722927607,0.0,0.0,2.0533142285347417,0.0,4.520676062192585,1.1630941775742485,0.0,0.8144388339725579,0.0,1.163684790565165,0.0,0.6803677702358959,0.0,2.7868427198742105,0.4879845214340729,2.2850491987783266,0.0,1.5911307760647384,2
Cull Obsidian (MCU),7.0,-1.25,1.0909090909090908,0.5,0.5454545454545454,0.1666666666666666,0.5714285714285714,0.3333333333333333,-1.0,-0.2075192907568543,0.0,0.6255088868729987,4.6666660007952165,0.1505707345800459,0.0,0.0,0.8853268605111693,2.321794031707832,3.9372363151844234,0.6992387546863357,1.506591566308807,5.902738621179712,0.0,0.0,0.0,0.4288120891846398,0.0,0.0,0.0,5.112800703063085,0.0,0.0,0.0,0.0,0.0,0.0,0.5569853187026327,0.0,1.3904954181670262,0.0,1
Curse,,-4.25,-0.5454545454545454,-1.0,-1.0,-1.0,-2.142857142857143,-0.5555555555555556,-1.0,2.0738794943359053,0.0,0.7834847736183534,0.0,0.0,2.8174848605708496,0.0,2.2178425580919856,0.0,0.0,1.7516710918667902,3.77417995822796,0.0,4.84992207267865,7.537700432108313,0.0,0.0,2.154353224016933,1.662836923163944,2.7366256114268133,0.0,0.1935359631427708,2.49552195426479,2.026233933029957,0.9726990913483008,0.0,0.0,1.3953103640590856,0.0,3.483346154732234,2.27478656074181,1
Cy-Gor,,-4.25,-0.5454545454545454,-1.0,-1.0,-1.0833333333333333,-2.142857142857143,-0.3333333333333333,-1.0,0.8556887210638647,1.6936794231874888,0.7265535903596129,0.0,0.0,1.3063774882169903,0.0,6.170055351524958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9956183515437833,0.0,0.0,5.398838646800237,0.0,2.3141872015186378,0.9394997762065688,0.0,0.0,0.0,0.6469607252169318,0.0,0.0,0.0,1
Cyborg (Sonar Suit),10.0,0.75,0.4545454545454545,0.375,0.0909090909090909,-0.5833333333333334,-0.4285714285714285,-0.5555555555555556,0.0,4.3582334592021015,0.0,0.2733036041703532,0.0,0.0657888725594708,0.0,2.355377268504647,0.0,4.7341536171764815,3.440593404802524,0.0,0.0,1.0316334578130486,0.0,1.3146909580243644,9.216106866931792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.947689333671429,0.3393073820834886,0.0,0.0,0.0,1.7093712301376904,1.215098353813062,0.7935155687809976,1
Cyborg Superman (CW),14.0,0.0,1.2727272727272727,1.125,0.6363636363636364,0.4166666666666667,0.2857142857142857,0.5555555555555556,-1.0,-0.014775898867181,0.0,0.0,0.0,0.0,0.0,0.0,4.095714733041207,0.0,9.107256033243482,0.0,6.969820469745887,5.461470698426209,0.0,0.0,0.0,0.0,7.956936535091066,0.0,2.526878608818234,0.0,0.0,0.0,0.0,1.796294324281695,0.0,0.0,1.2883676513445426,3.0164721831597023,0.0,0.0,1
Cyborg Superman,21.0,0.25,1.181818181818182,1.25,0.8181818181818182,0.4166666666666667,0.1428571428571428,0.3333333333333333,-1.0,4.745033656214086,3.2819692016143347,1.8771962582268849,1.750624199537962,0.0564841734234073,4.641019708967496,1.348166571193358,1.6605801939197262,3.483933769897328,11.077428465236745,1.8361566898082429,0.0,0.8857267327058492,2.9050518510648016,1.6931259614786525,0.8791830903046185,0.0,3.2260867945354383,0.6225135436800329,0.4098024246065844,0.1743622191297663,0.0,1.1210933748991805,1.3654041999712836,1.165272865627613,0.0,0.0,1.1491921377019922,0.7338051045091282,1.3040546119944365,1.021929756297683,1
Cyborg,8.0,0.25,0.4545454545454545,0.0,0.5454545454545454,-0.0833333333333333,-0.2857142857142857,0.0,0.0,3.7130192086685274,0.0,0.0,1.690173355181766,0.0409002878522868,3.0550640120667363,0.9762097503189876,0.0,4.624991212932654,2.1389827058047803,1.139626492116579,5.72940289317241,2.565425047797357,1.0517765396309269,2.451990885147997,1.9098539974431372,0.0,1.4016090228730953,1.0818315256248812,1.4836932288389042,0.2525119700172735,0.0,3.0667458093169913,0.4394184654162829,0.4218880505993025,0.0724047789088807,11.232574513406345,0.4538901917688003,1.0626990954412472,0.0,0.9866414764617132,1
Cyclops (FOX),3.0,-1.0,-0.2727272727272727,-0.25,-0.4545454545454545,-0.4166666666666667,-0.5714285714285714,-0.2222222222222222,0.0,-0.2764734854703661,3.7324578835037863,2.401721340236346,0.0,0.0,0.0,0.0,0.0,0.0,5.039174064605463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3955145595972215,0.0,5.176073019256472,0.9939151527394324,0.0,0.0,0.0,0.0,0.0,0.0,1
Cyclops,8.0,0.25,-0.3636363636363636,-0.375,-0.2727272727272727,0.0,0.1428571428571428,-0.2222222222222222,0.0,2.0285667378098835,1.3698571000184137,0.4407303622539538,0.7306908876602347,0.0353637898085697,1.8490590915948608,0.8440643876159627,0.4158645183517232,0.0,7.39775085059865,0.6569067333224171,1.415382282006061,0.5545385920485233,9.094020219961196,0.7066917685931356,0.550441727733542,0.2517823372449184,0.4039597231987669,0.3117961974469218,1.0262815885218486,0.6549914952253412,0.6895034348793372,1.091840840598275,1.329776897118074,1.4591154368422672,0.0,3.735411025578565,0.6540816776910869,1.225128050497417,0.6531573062319993,2.1327100383755693,1
Cypher,12.0,0.75,-0.1818181818181818,0.75,-0.2727272727272727,0.4166666666666667,0.2857142857142857,-0.2222222222222222,0.0,0.1618781809226728,4.8147670071914135,0.0,2.5682287432131536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8693797623668513,0.0,2.839671302160575,1.0958997434221418,0.0,1.534773926983359,0.0,4.385824941757833,0.0,1.2821229427685192,0.0,5.251681730601815,0.9195852273096576,0.0,0.0,0.0,1
Cyrus Borg,9.0,0.75,-0.4545454545454545,0.25,-0.7272727272727273,-0.9166666666666666,-1.7142857142857142,-0.3333333333333333,0.0,-0.1861763257264816,0.0,0.0,5.6003157023221055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.781895762569887,0.0,0.0,0.0,0.0,0.0,4.694942809897412,0.0,0.0,1
Daddy No Legs,7.0,0.0,0.0,0.0,-0.2727272727272727,0.0833333333333333,-1.1428571428571428,0.4444444444444444,1.0,-0.2682646527663766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.87029135743782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Dagger,6.0,-0.25,-0.3636363636363636,-0.125,-0.2727272727272727,-0.25,-0.1428571428571428,-0.7777777777777778,0.0,0.4662616975866032,1.8659722402663093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.03848092163701,0.0,0.0,3.021493610990515,4.955024661372344,3.850524912713211,5.99834236035983,0.0,0.0,0.0,1.3979654920593096,1.1896091912892042,0.1977300781051991,4.24933728868096,0.0,1.9875568776152792,0.0,4.070598768073321,0.7127740570440392,1.6688273053948708,1.7794168485744226,0.0,1
Daken,12.0,0.0,-0.2727272727272727,0.25,0.4545454545454545,0.4166666666666667,0.7142857142857143,0.7777777777777778,-1.0,0.7657199146281399,4.209228885443499,0.0,0.0,0.0,1.0822279949427722,0.0,1.7037971265310243,0.0,0.0,0.0,17.396465617573586,2.271944871439449,3.7258205101980697,0.0,0.0,0.0,0.0,1.2774291670251698,0.0,1.7890003085465542,0.0,0.0,0.7782995100757082,0.747249578547332,0.0,0.0,1.0719091759822867,1.2548375492235628,1.3379928948273707,0.0,1
Damage Control,5.0,-0.25,-0.4545454545454545,-0.625,-0.4545454545454545,-0.8333333333333334,-1.2857142857142858,-0.5555555555555556,0.0,-0.2065342308323756,0.0,0.0,0.0,0.0,0.0,14.09509727029702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
